"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 06 18:56:11 CST 2024","Mon May 06 18:56:11 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","重命名设备名称",""
"passed","Mon May 06 18:49:01 CST 2024","Mon May 06 18:49:18 CST 2024","16875","test_case","test_system_management","TestSystemManagement","","","添加门店",""
"broken","Mon May 06 18:49:24 CST 2024","Mon May 06 18:49:24 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择优先级为: 低",""
"broken","Mon May 06 18:55:28 CST 2024","Mon May 06 18:55:28 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-行数，箭头向上增加个数分功能",""
"broken","Mon May 06 18:56:08 CST 2024","Mon May 06 18:56:08 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤返回修改节目单",""
"broken","Mon May 06 18:54:47 CST 2024","Mon May 06 18:54:47 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，关闭发布",""
"broken","Mon May 06 18:55:30 CST 2024","Mon May 06 18:55:30 CST 2024","8","test_case","test_terminal_center","TestTerminalCenter","","","发送插播字幕，次数：随机1-10次",""
"broken","Mon May 06 18:56:10 CST 2024","Mon May 06 18:56:10 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","确认删除节目",""
"broken","Mon May 06 18:54:15 CST 2024","Mon May 06 18:54:44 CST 2024","28911","test_case","test_media_center","TestMediaCenter","","","预览素材",""
"broken","Mon May 06 18:56:11 CST 2024","Mon May 06 18:56:11 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 18:41:47 CST 2024","Mon May 06 18:41:47 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","节目单预览",""
"broken","Mon May 06 18:56:11 CST 2024","Mon May 06 18:56:11 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 18:56:10 CST 2024","Mon May 06 18:56:10 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","绑定-接入设备",""
"broken","Mon May 06 18:49:19 CST 2024","Mon May 06 18:49:19 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","成功引用用节目单",""
"broken","Mon May 06 18:56:10 CST 2024","Mon May 06 18:56:10 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","折叠所有的机构",""
"passed","Mon May 06 18:49:50 CST 2024","Mon May 06 18:49:54 CST 2024","3965","test_case","test_system_management","TestSystemManagement","","","删除机构-取消删除",""
"passed","Mon May 06 18:49:49 CST 2024","Mon May 06 18:49:50 CST 2024","1765","test_case","test_program_management","TestProgramManagement","","","关闭创建节目弹框",""
"broken","Mon May 06 18:52:06 CST 2024","Mon May 06 18:52:06 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","新增一个横屏的联屏节目",""
"broken","Mon May 06 18:56:09 CST 2024","Mon May 06 18:56:09 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤已发布节目单",""
"passed","Mon May 06 18:44:21 CST 2024","Mon May 06 18:44:24 CST 2024","3587","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择静音播放",""
"broken","Mon May 06 18:54:47 CST 2024","Mon May 06 18:55:15 CST 2024","28327","test_case","test_system_management","TestSystemManagement","","","创建新账户,新账户的类型是企业管理员",""
"broken","Mon May 06 18:56:08 CST 2024","Mon May 06 18:56:08 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","批量发送插播字幕",""
"broken","Mon May 06 18:55:32 CST 2024","Mon May 06 18:55:32 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","批量操作：停止、播放",""
"broken","Mon May 06 18:56:10 CST 2024","Mon May 06 18:56:10 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 18:56:09 CST 2024","Mon May 06 18:56:09 CST 2024","0","test_case","test_media_center","TestMediaCenter","","","关闭批量删除弹框",""
"broken","Mon May 06 18:55:32 CST 2024","Mon May 06 18:55:32 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤审批中节目单",""
"passed","Mon May 06 18:45:31 CST 2024","Mon May 06 18:45:36 CST 2024","4984","test_case","test_testin_login","TestLogin","","","登录成功","测试登录模块"
"broken","Mon May 06 18:56:10 CST 2024","Mon May 06 18:56:10 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","展开所有的机构",""
"broken","Mon May 06 18:56:11 CST 2024","Mon May 06 18:56:11 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"passed","Mon May 06 18:48:17 CST 2024","Mon May 06 18:48:32 CST 2024","14918","test_case","test_media_center","TestMediaCenter","","","上传单个文件",""
"skipped","Mon May 06 18:56:09 CST 2024","Mon May 06 18:56:09 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","同时删除3个节目",""
"broken","Mon May 06 18:55:29 CST 2024","Mon May 06 18:55:29 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-列数，箭头向下减少个数分功能",""
"broken","Mon May 06 18:56:11 CST 2024","Mon May 06 18:56:11 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"passed","Mon May 06 18:49:25 CST 2024","Mon May 06 18:49:31 CST 2024","6292","test_case","test_system_management","TestSystemManagement","","","修改名称门店",""
"broken","Mon May 06 18:56:11 CST 2024","Mon May 06 18:56:11 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","删除设备成功",""
