"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"项目hkc","terminal_center","","0","1","20","2","0"
"项目hkc","release management","","0","3","40","3","0"
"项目hkc","login","","0","0","0","7","0"
"项目hkc","login-test","","0","0","7","1","0"
"项目hkc","program management","","0","0","20","1","0"
"项目hkc","system management","","0","0","9","0","0"
"项目hkc","media center","","0","2","16","0","0"
"项目hkc","play bill list","","0","1","15","0","0"
