"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 15 16:22:23 CST 2024","Sat Jun 15 16:22:23 CST 2024","664","test_case","test_release_management","TestReleaseStrategy","","","通过设备id，来搜索设备",""
"passed","Sat Jun 15 16:25:34 CST 2024","Sat Jun 15 16:25:47 CST 2024","12383","test_case","test_media_center","TestMediaCenter","","","确认删除单个素材，删除成功",""
"skipped","Sat Jun 15 16:28:22 CST 2024","Sat Jun 15 16:28:22 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"passed","Sat Jun 15 16:27:48 CST 2024","Sat Jun 15 16:27:51 CST 2024","2824","test_case","test_system_management","TestSystemManagement","","","修改名称门店",""
"passed","Sat Jun 15 16:22:16 CST 2024","Sat Jun 15 16:22:21 CST 2024","4775","test_case","test_media_center","TestMediaCenter","","","点击素材中心",""
"passed","Sat Jun 15 16:29:33 CST 2024","Sat Jun 15 16:29:34 CST 2024","724","test_case","test_program_management","TestProgramManagement","","","从节目管理中，点击发布，跳转到节目发布",""
"passed","Sat Jun 15 16:29:52 CST 2024","Sat Jun 15 16:30:49 CST 2024","57134","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-预览仅一个节目",""
"passed","Sat Jun 15 16:26:35 CST 2024","Sat Jun 15 16:27:43 CST 2024","67984","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-筛选横屏节目",""
"passed","Sat Jun 15 16:28:51 CST 2024","Sat Jun 15 16:28:54 CST 2024","2123","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-重置筛选条件",""
"passed","Sat Jun 15 16:27:53 CST 2024","Sat Jun 15 16:27:55 CST 2024","1651","test_case","test_system_management","TestSystemManagement","","","删除机构-确定删除",""
"broken","Sat Jun 15 16:28:51 CST 2024","Sat Jun 15 16:31:44 CST 2024","172543","test_case","test_terminal_center","TestTerminalCenter","","","插播字幕，输入随机内容",""
"broken","Sat Jun 15 16:23:07 CST 2024","Sat Jun 15 16:23:10 CST 2024","3481","test_case","test_media_center","TestMediaCenter","","","选择屏幕贴类型，进行素材上传",""
"passed","Sat Jun 15 16:26:23 CST 2024","Sat Jun 15 16:27:10 CST 2024","46964","test_case","test_program_management","TestProgramManagement","","","重命名节目",""
"passed","Sat Jun 15 16:27:31 CST 2024","Sat Jun 15 16:27:37 CST 2024","6256","test_case","test_system_management","TestSystemManagement","","","添加分支",""
"skipped","Sat Jun 15 16:28:22 CST 2024","Sat Jun 15 16:28:22 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"passed","Sat Jun 15 16:23:11 CST 2024","Sat Jun 15 16:23:33 CST 2024","22270","test_case","test_media_center","TestMediaCenter","","","上传指定文件夹下的所有文件",""
"broken","Sat Jun 15 16:22:26 CST 2024","Sat Jun 15 16:22:28 CST 2024","1433","test_case","test_release_management","TestReleaseStrategy","","","在选设备抽屉，切换到‘设备分组’tab上",""
"broken","Sat Jun 15 16:26:18 CST 2024","Sat Jun 15 16:28:51 CST 2024","153408","test_case","test_terminal_center","TestTerminalCenter","","","下发关机指令",""
