"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"项目hkc","release management","","0","7","36","3","0"
"项目hkc","system management","","0","0","9","0","0"
"项目hkc","terminal_center","","0","15","6","2","0"
"项目hkc","program management","","0","1","19","1","0"
"项目hkc","media center","","0","9","9","0","0"
"项目hkc","login-test","","0","0","7","1","0"
"项目hkc","play bill list","","1","1","14","0","0"
