"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 23 15:51:18 CST 2024","Tue Jul 23 15:51:21 CST 2024","2946","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选择节目-进行标签的展开",""
"passed","Tue Jul 23 15:43:16 CST 2024","Tue Jul 23 15:43:17 CST 2024","1130","test_case","test_release_management","TestReleaseStrategy","","","切换交并集",""
"passed","Tue Jul 23 15:48:54 CST 2024","Tue Jul 23 15:49:35 CST 2024","41151","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤审批中节目单",""
"broken","Tue Jul 23 15:47:09 CST 2024","Tue Jul 23 15:47:32 CST 2024","23331","test_case","test_media_center","TestMediaCenter","","","取消编辑素材",""
"passed","Tue Jul 23 15:43:14 CST 2024","Tue Jul 23 15:43:14 CST 2024","285","test_case","test_program_management","TestProgramManagement","","","关闭创建节目弹框",""
"passed","Tue Jul 23 15:44:41 CST 2024","Tue Jul 23 15:44:42 CST 2024","939","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-列数，箭头向上增加个数分功能",""
"passed","Tue Jul 23 15:50:08 CST 2024","Tue Jul 23 15:50:21 CST 2024","13584","test_case","test_media_center","TestMediaCenter","","","单个素材发布",""
"broken","Tue Jul 23 15:51:37 CST 2024","Tue Jul 23 15:54:00 CST 2024","142631","test_case","test_program_management","TestProgramManagement","","","重命名节目",""
"passed","Tue Jul 23 15:43:09 CST 2024","Tue Jul 23 15:43:11 CST 2024","1323","test_case","test_testin_login","TestLogin","","","在个人中心，修改邮箱",""
"passed","Tue Jul 23 15:43:17 CST 2024","Tue Jul 23 15:43:20 CST 2024","2775","test_case","test_system_management","TestSystemManagement","","","创建新账号,不输入内容，点击确认",""
"broken","Tue Jul 23 15:56:01 CST 2024","Tue Jul 23 15:56:01 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","打开节目列表",""
"passed","Tue Jul 23 16:03:53 CST 2024","Tue Jul 23 16:04:35 CST 2024","42240","test_case","test_program_management","TestProgramManagement","","","从节目管理中，点击发布，跳转到节目发布",""
"passed","Tue Jul 23 15:46:56 CST 2024","Tue Jul 23 15:48:04 CST 2024","67962","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-筛选横屏节目",""
"passed","Tue Jul 23 15:44:44 CST 2024","Tue Jul 23 15:45:32 CST 2024","48111","test_case","test_program_management","TestProgramManagement","","","删除一个节目",""
"passed","Tue Jul 23 15:43:10 CST 2024","Tue Jul 23 15:43:11 CST 2024","684","test_case","test_release_management","TestReleaseStrategy","","","全选设备",""
"passed","Tue Jul 23 15:45:28 CST 2024","Tue Jul 23 15:46:09 CST 2024","41185","test_case","test_play_bill","TestPlayBill","","","取消节目单失效",""
"passed","Tue Jul 23 15:47:57 CST 2024","Tue Jul 23 15:48:40 CST 2024","43173","test_case","test_media_center","TestMediaCenter","","","取消删除单个素材",""
"broken","Tue Jul 23 16:07:46 CST 2024","Tue Jul 23 16:07:48 CST 2024","1678","test_case","test_terminal_center","TestTerminalCenter","","","在设备中心，点击更多按钮",""
"passed","Tue Jul 23 15:42:51 CST 2024","Tue Jul 23 15:42:59 CST 2024","7733","test_case","test_program_management","TestProgramManagement","","","新增一个横屏的普通节目",""
"passed","Tue Jul 23 15:49:25 CST 2024","Tue Jul 23 15:49:38 CST 2024","12731","test_case","test_media_center","TestMediaCenter","","","确认删除单个素材，删除成功",""
"passed","Tue Jul 23 15:47:32 CST 2024","Tue Jul 23 15:48:13 CST 2024","41127","test_case","test_play_bill","TestPlayBill","","","成功删除节目单",""
"passed","Tue Jul 23 15:43:11 CST 2024","Tue Jul 23 15:43:13 CST 2024","2167","test_case","test_release_management","TestReleaseStrategy","","","清空设备",""
"broken","Tue Jul 23 15:49:47 CST 2024","Tue Jul 23 15:50:53 CST 2024","65796","test_case","test_program_management","TestProgramManagement","","","引用节目",""
"passed","Tue Jul 23 15:44:27 CST 2024","Tue Jul 23 15:44:33 CST 2024","6156","test_case","test_release_management","TestReleaseStrategy","","","设置每周一到周日，每天都播放",""
"passed","Tue Jul 23 15:44:37 CST 2024","Tue Jul 23 15:44:37 CST 2024","806","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-行数，箭头向下减少个数分功能",""
"passed","Tue Jul 23 15:45:02 CST 2024","Tue Jul 23 15:45:06 CST 2024","3720","test_case","test_release_management","TestReleaseStrategy","","","保存为标签",""
"broken","Tue Jul 23 15:44:20 CST 2024","Tue Jul 23 15:46:13 CST 2024","113525","test_case","test_media_center","TestMediaCenter","","","预览素材",""
"passed","Tue Jul 23 15:50:57 CST 2024","Tue Jul 23 15:51:39 CST 2024","41133","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤已发布节目单",""
"passed","Tue Jul 23 15:46:50 CST 2024","Tue Jul 23 15:47:31 CST 2024","41084","test_case","test_play_bill","TestPlayBill","","","取消删除节目单",""
"passed","Tue Jul 23 15:49:35 CST 2024","Tue Jul 23 15:50:16 CST 2024","41100","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤返回修改节目单",""
"passed","Tue Jul 23 15:43:24 CST 2024","Tue Jul 23 15:43:29 CST 2024","4872","test_case","test_release_management","TestReleaseStrategy","","","选择所有的机构",""
