"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"项目hkc","release management","","0","1","45","0","0"
"项目hkc","play bill list","","1","1","14","0","0"
"项目hkc","media center","","0","4","14","0","0"
"项目hkc","program management","","0","5","16","0","0"
"项目hkc","login-test","","0","0","10","0","0"
"项目hkc","system management","","0","0","10","0","0"
"项目hkc","terminal_center","","0","8","14","1","0"
