"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 06 10:22:16 CST 2024","Mon May 06 10:22:21 CST 2024","4309","test_case","test_terminal_center","TestTerminalCenter","","","取消绑定设备",""
"broken","Mon May 06 10:18:42 CST 2024","Mon May 06 10:18:42 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-行数，箭头向上增加个数分功能",""
"broken","Mon May 06 10:15:49 CST 2024","Mon May 06 10:15:49 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","取消新增普通节目",""
"broken","Mon May 06 10:15:52 CST 2024","Mon May 06 10:15:52 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择优先级为: 低",""
"broken","Mon May 06 10:24:38 CST 2024","Mon May 06 10:24:38 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-删除单个节目",""
"broken","Mon May 06 10:19:31 CST 2024","Mon May 06 10:19:31 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-列数，箭头向上增加个数分功能",""
"passed","Mon May 06 10:23:30 CST 2024","Mon May 06 10:24:13 CST 2024","43206","test_case","test_terminal_center","TestTerminalCenter","","","重命名设备名称",""
"broken","Mon May 06 10:23:21 CST 2024","Mon May 06 10:23:21 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","从节目管理中，点击发布，跳转到节目发布",""
"broken","Mon May 06 10:23:29 CST 2024","Mon May 06 10:23:29 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 10:13:55 CST 2024","Mon May 06 10:13:55 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择不静音播放",""
"broken","Mon May 06 10:09:52 CST 2024","Mon May 06 10:09:52 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","节目单预览",""
"passed","Mon May 06 10:13:09 CST 2024","Mon May 06 10:13:14 CST 2024","4859","test_case","test_testin_login","TestLogin","","","登录成功","测试登录模块"
"broken","Mon May 06 10:24:37 CST 2024","Mon May 06 10:24:37 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-筛选普通节目",""
"broken","Mon May 06 10:20:34 CST 2024","Mon May 06 10:20:34 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤已发布节目单",""
"broken","Mon May 06 10:15:52 CST 2024","Mon May 06 10:15:54 CST 2024","2725","test_case","test_system_management","TestSystemManagement","","","修改名称门店",""
"skipped","Mon May 06 10:20:01 CST 2024","Mon May 06 10:20:01 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","同时删除3个节目",""
"broken","Mon May 06 10:24:38 CST 2024","Mon May 06 10:24:38 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-过滤分辨率",""
"broken","Mon May 06 10:19:40 CST 2024","Mon May 06 10:19:40 CST 2024","0","test_case","test_media_center","TestMediaCenter","","","在删除单个素材弹框，关闭删除弹框",""
"passed","Mon May 06 10:12:06 CST 2024","Mon May 06 10:12:45 CST 2024","39198","test_case","test_terminal_center","TestTerminalCenter","","","搜索设备id",""
"broken","Mon May 06 10:24:37 CST 2024","Mon May 06 10:24:37 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","保存为标签",""
"broken","Mon May 06 10:23:29 CST 2024","Mon May 06 10:23:29 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 10:16:02 CST 2024","Mon May 06 10:16:02 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","关闭创建节目弹框",""
"broken","Mon May 06 10:23:26 CST 2024","Mon May 06 10:23:29 CST 2024","2203","test_case","test_terminal_center","TestTerminalCenter","","","设备设置中，直接点击保存",""
"broken","Mon May 06 10:18:36 CST 2024","Mon May 06 10:18:36 CST 2024","0","test_case","test_media_center","TestMediaCenter","","","查看图片详情",""
"broken","Mon May 06 10:13:55 CST 2024","Mon May 06 10:14:16 CST 2024","20375","test_case","test_system_management","TestSystemManagement","","","添加分支",""
"skipped","Mon May 06 10:25:05 CST 2024","Mon May 06 10:25:05 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"skipped","Mon May 06 10:25:05 CST 2024","Mon May 06 10:25:05 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"broken","Mon May 06 10:12:02 CST 2024","Mon May 06 10:12:05 CST 2024","2249","test_case","test_system_management","TestSystemManagement","","","点击系统管理",""
