"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"项目hkc","play bill list","","1","0","15","0","0"
"项目hkc","release management","","0","4","41","1","0"
"项目hkc","media center","","0","4","14","0","0"
"项目hkc","login-test","","0","0","10","0","0"
"项目hkc","terminal_center","","0","0","22","1","0"
"项目hkc","system management","","0","0","9","0","0"
"项目hkc","program management","","0","0","21","0","0"
