"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 16:20:43 CST 2024","Mon Jun 17 16:20:49 CST 2024","6144","test_case","test_release_management","TestReleaseStrategy","","","设置每周一到周日，每天都播放",""
"passed","Mon Jun 17 16:23:45 CST 2024","Mon Jun 17 16:24:32 CST 2024","46959","test_case","test_program_management","TestProgramManagement","","","取消删除节目",""
"passed","Mon Jun 17 16:19:07 CST 2024","Mon Jun 17 16:19:30 CST 2024","22915","test_case","test_play_bill","TestPlayBill","","","节目单预览",""
"passed","Mon Jun 17 16:20:27 CST 2024","Mon Jun 17 16:20:28 CST 2024","659","test_case","test_program_management","TestProgramManagement","","","新建一个文件夹",""
"broken","Mon Jun 17 16:26:05 CST 2024","Mon Jun 17 16:26:06 CST 2024","1173","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤暂存节目单",""
"passed","Mon Jun 17 16:19:31 CST 2024","Mon Jun 17 16:19:32 CST 2024","1237","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择发布策略： 覆盖",""
"passed","Mon Jun 17 16:19:17 CST 2024","Mon Jun 17 16:19:23 CST 2024","5914","test_case","test_media_center","TestMediaCenter","","","查看上传tooltips",""
"passed","Mon Jun 17 16:19:41 CST 2024","Mon Jun 17 16:19:48 CST 2024","7295","test_case","test_system_management","TestSystemManagement","","","创建新账户,新账户的类型是企业管理员",""
"passed","Mon Jun 17 16:20:09 CST 2024","Mon Jun 17 16:20:31 CST 2024","22201","test_case","test_media_center","TestMediaCenter","","","上传指定文件夹下的所有文件",""
"passed","Mon Jun 17 16:22:56 CST 2024","Mon Jun 17 16:23:44 CST 2024","48166","test_case","test_program_management","TestProgramManagement","","","重命名节目",""
"passed","Mon Jun 17 16:20:25 CST 2024","Mon Jun 17 16:20:27 CST 2024","1486","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-列数，箭头向上增加个数分功能",""
"passed","Mon Jun 17 16:27:33 CST 2024","Mon Jun 17 16:28:41 CST 2024","67854","test_case","test_terminal_center","TestTerminalCenter","","","重命名设备名称",""
"skipped","Mon Jun 17 16:19:37 CST 2024","Mon Jun 17 16:19:37 CST 2024","0","test_case","test_testin_login","TestLogin","","","点击个人中心头像logo",""
"passed","Mon Jun 17 16:19:31 CST 2024","Mon Jun 17 16:19:32 CST 2024","153","test_case","test_program_management","TestProgramManagement","","","关闭创建节目弹框",""
"broken","Mon Jun 17 16:20:41 CST 2024","Mon Jun 17 16:21:15 CST 2024","33693","test_case","test_media_center","TestMediaCenter","","","预览素材",""
"passed","Mon Jun 17 16:24:25 CST 2024","Mon Jun 17 16:25:32 CST 2024","67567","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-筛选横屏节目",""
"passed","Mon Jun 17 16:26:37 CST 2024","Mon Jun 17 16:26:39 CST 2024","2136","test_case","test_terminal_center","TestTerminalCenter","","","查看设备中心-组织架构树，取消选择和全选所有门店",""
"skipped","Mon Jun 17 16:19:35 CST 2024","Mon Jun 17 16:19:35 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","清空搜索",""
"passed","Mon Jun 17 16:19:18 CST 2024","Mon Jun 17 16:19:23 CST 2024","4741","test_case","test_program_management","TestProgramManagement","","","新增一个竖屏的普通节目",""
"passed","Mon Jun 17 16:19:33 CST 2024","Mon Jun 17 16:19:33 CST 2024","193","test_case","test_release_management","TestReleaseStrategy","","","发布策略，关闭发布",""
"passed","Mon Jun 17 16:22:43 CST 2024","Mon Jun 17 16:23:53 CST 2024","70103","test_case","test_terminal_center","TestTerminalCenter","","","发送插播字幕，次数：随机1-10次",""
"passed","Mon Jun 17 16:20:52 CST 2024","Mon Jun 17 16:21:35 CST 2024","42647","test_case","test_play_bill","TestPlayBill","","","成功引用用节目单",""
"passed","Mon Jun 17 16:20:24 CST 2024","Mon Jun 17 16:20:30 CST 2024","6161","test_case","test_release_management","TestReleaseStrategy","","","设置每周一到周日，每天都播放",""
