"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 08 17:32:42 CST 2024","Wed May 08 17:34:00 CST 2024","77943","test_case","test_terminal_center","TestTerminalCenter","","","批量操作：停止、播放",""
"passed","Wed May 08 17:40:13 CST 2024","Wed May 08 17:40:21 CST 2024","8009","test_case","test_release_management","TestReleaseStrategy","","","设置每周一到周日，每天都播放",""
"passed","Wed May 08 17:21:47 CST 2024","Wed May 08 17:21:50 CST 2024","2681","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择发布策略： 覆盖",""
"passed","Wed May 08 17:39:34 CST 2024","Wed May 08 17:39:36 CST 2024","1894","test_case","test_program_management","TestProgramManagement","","","从节目管理中，点击发布，跳转到节目发布",""
"passed","Wed May 08 17:21:09 CST 2024","Wed May 08 17:21:13 CST 2024","4282","test_case","test_play_bill","TestPlayBill","","","成功引用用节目单",""
"passed","Wed May 08 17:41:01 CST 2024","Wed May 08 17:41:09 CST 2024","7620","test_case","test_release_management","TestReleaseStrategy","","","设置每周一到周日，每天都播放",""
"passed","Wed May 08 17:21:19 CST 2024","Wed May 08 17:21:25 CST 2024","5971","test_case","test_system_management","TestSystemManagement","","","修改名称门店",""
"passed","Wed May 08 17:30:37 CST 2024","Wed May 08 17:31:56 CST 2024","78073","test_case","test_terminal_center","TestTerminalCenter","","","发送插播字幕，次数：随机1-10次",""
"passed","Wed May 08 17:16:12 CST 2024","Wed May 08 17:16:17 CST 2024","5076","test_case","test_testin_login","TestLogin","","","登录成功","测试登录模块"
"passed","Wed May 08 17:32:31 CST 2024","Wed May 08 17:32:34 CST 2024","2459","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤暂存节目单",""
"passed","Wed May 08 17:46:48 CST 2024","Wed May 08 17:46:51 CST 2024","3483","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-切换到选择策略弹框上",""
"passed","Wed May 08 17:38:44 CST 2024","Wed May 08 17:39:33 CST 2024","49052","test_case","test_terminal_center","TestTerminalCenter","","","绑定-接入设备",""
"passed","Wed May 08 17:36:29 CST 2024","Wed May 08 17:36:33 CST 2024","3949","test_case","test_terminal_center","TestTerminalCenter","","","查看设备中心-组织架构，切换到设备分组tab和组织架构tab",""
"passed","Wed May 08 17:36:51 CST 2024","Wed May 08 17:37:06 CST 2024","14333","test_case","test_program_management","TestProgramManagement","","","引用节目",""
"passed","Wed May 08 17:44:38 CST 2024","Wed May 08 17:45:13 CST 2024","35164","test_case","test_release_management","TestReleaseStrategy","","","节目编排-选节目-筛选横屏节目",""
