"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 06 09:36:44 CST 2024","Mon May 06 09:37:20 CST 2024","36375","test_case","test_terminal_center","TestTerminalCenter","","","发送插播字幕，次数：随机1-10次",""
"broken","Mon May 06 09:34:49 CST 2024","Mon May 06 09:34:52 CST 2024","2718","test_case","test_system_management","TestSystemManagement","","","删除机构-确定删除",""
"broken","Mon May 06 09:36:34 CST 2024","Mon May 06 09:36:34 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","取消删除节目单",""
"skipped","Mon May 06 09:42:44 CST 2024","Mon May 06 09:42:44 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"broken","Mon May 06 09:37:51 CST 2024","Mon May 06 09:37:55 CST 2024","3725","test_case","test_terminal_center","TestTerminalCenter","","","查看设备信息",""
"broken","Mon May 06 09:34:49 CST 2024","Mon May 06 09:34:49 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择发布策略： 追加",""
"broken","Mon May 06 09:39:02 CST 2024","Mon May 06 09:39:02 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","打开节目列表",""
"broken","Mon May 06 09:33:15 CST 2024","Mon May 06 09:33:15 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，选择优先级为: 高",""
"broken","Mon May 06 09:33:18 CST 2024","Mon May 06 09:33:18 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","成功引用用节目单",""
"broken","Mon May 06 09:37:59 CST 2024","Mon May 06 09:37:59 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤已发布节目单",""
"broken","Mon May 06 09:40:58 CST 2024","Mon May 06 09:40:58 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 09:22:51 CST 2024","Mon May 06 09:23:20 CST 2024","28278","test_case","test_program_management","TestProgramManagement","","","新增一个横屏的普通节目",""
"broken","Mon May 06 09:35:03 CST 2024","Mon May 06 09:35:43 CST 2024","40450","test_case","test_terminal_center","TestTerminalCenter","","","发送插播字幕，位置：中",""
"broken","Mon May 06 09:38:01 CST 2024","Mon May 06 09:38:04 CST 2024","2687","test_case","test_terminal_center","TestTerminalCenter","","","查看设备中心-组织架构树，取消选择和全选所有门店",""
"broken","Mon May 06 09:42:18 CST 2024","Mon May 06 09:42:18 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","删除第一个标签",""
"broken","Mon May 06 09:37:56 CST 2024","Mon May 06 09:37:56 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","查看设备中心-组织架构树，折叠和展开所有门店",""
"skipped","Mon May 06 09:37:39 CST 2024","Mon May 06 09:37:39 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","清空搜索",""
"broken","Mon May 06 09:33:28 CST 2024","Mon May 06 09:33:28 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","将引用的节目单进行暂存操作",""
"skipped","Mon May 06 09:42:12 CST 2024","Mon May 06 09:42:12 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置时间段1，固定时间播放",""
"broken","Mon May 06 09:38:36 CST 2024","Mon May 06 09:38:36 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","查看播放列表",""
"broken","Mon May 06 09:42:17 CST 2024","Mon May 06 09:42:17 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-筛选简单节目",""
"broken","Mon May 06 09:37:20 CST 2024","Mon May 06 09:37:20 CST 2024","0","test_case","test_media_center","TestMediaCenter","","","取消删除单个素材",""
"broken","Mon May 06 09:37:44 CST 2024","Mon May 06 09:37:44 CST 2024","0","test_case","test_media_center","TestMediaCenter","","","确认删除单个素材，删除成功",""
"broken","Mon May 06 09:30:38 CST 2024","Mon May 06 09:30:59 CST 2024","21095","test_case","test_testin_login","TestLogin","","","登录成功","测试登录模块"
"broken","Mon May 06 09:31:00 CST 2024","Mon May 06 09:31:21 CST 2024","21125","test_case","test_testin_login","TestLogin","","","登录成功","测试登录模块"
"skipped","Mon May 06 09:42:44 CST 2024","Mon May 06 09:42:44 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"broken","Mon May 06 09:35:00 CST 2024","Mon May 06 09:35:00 CST 2024","0","test_case","test_release_management","TestReleaseStrategy","","","发布策略，取消发布",""
"broken","Mon May 06 09:42:17 CST 2024","Mon May 06 09:42:17 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-预览所有",""
"broken","Mon May 06 09:39:28 CST 2024","Mon May 06 09:39:28 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","折叠所有的机构",""
"skipped","Mon May 06 09:42:44 CST 2024","Mon May 06 09:42:44 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"passed","Mon May 06 09:34:16 CST 2024","Mon May 06 09:34:42 CST 2024","25869","test_case","test_media_center","TestMediaCenter","","","上传指定文件夹下的所有文件",""
"broken","Mon May 06 09:40:32 CST 2024","Mon May 06 09:40:32 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","从节目管理中，点击发布，跳转到节目发布",""
"broken","Mon May 06 09:40:58 CST 2024","Mon May 06 09:40:58 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","设置每周一到周日，每天都播放",""
"broken","Mon May 06 09:16:25 CST 2024","Mon May 06 09:16:25 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","节目单预览",""
"broken","Mon May 06 09:42:17 CST 2024","Mon May 06 09:42:17 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-删除单个节目",""
"broken","Mon May 06 09:42:17 CST 2024","Mon May 06 09:42:17 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-筛选普通节目",""
"broken","Mon May 06 09:36:35 CST 2024","Mon May 06 09:36:35 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","创建联屏节目，测试屏幕组合-行数，箭头向上增加个数分功能",""
"broken","Mon May 06 09:31:59 CST 2024","Mon May 06 09:31:59 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","新增一个竖屏的普通节目",""
"broken","Mon May 06 09:33:12 CST 2024","Mon May 06 09:33:12 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","关闭节目单引用弹框",""
"broken","Mon May 06 09:42:17 CST 2024","Mon May 06 09:42:17 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","节目编排-选节目-重置筛选条件",""
"broken","Mon May 06 09:35:53 CST 2024","Mon May 06 09:36:29 CST 2024","36343","test_case","test_terminal_center","TestTerminalCenter","","","发送插播字幕，位置：上",""
"broken","Mon May 06 09:28:55 CST 2024","Mon May 06 09:29:35 CST 2024","39166","test_case","test_terminal_center","TestTerminalCenter","","","搜索设备id",""
"broken","Mon May 06 09:35:46 CST 2024","Mon May 06 09:35:46 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","成功失效节目单",""
"passed","Mon May 06 09:42:18 CST 2024","Mon May 06 09:42:43 CST 2024","25809","test_case","test_system_management","TestSystemManagement","","","筛选操作日志：昨天、今天",""
"broken","Mon May 06 09:37:23 CST 2024","Mon May 06 09:37:23 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤暂存节目单",""
"broken","Mon May 06 09:42:13 CST 2024","Mon May 06 09:42:17 CST 2024","3785","test_case","test_terminal_center","TestTerminalCenter","","","删除设备成功",""
"broken","Mon May 06 09:38:07 CST 2024","Mon May 06 09:38:07 CST 2024","0","test_case","test_terminal_center","TestTerminalCenter","","","查看设备中心-组织架构，切换到设备分组tab和组织架构tab",""
"broken","Mon May 06 09:37:47 CST 2024","Mon May 06 09:37:47 CST 2024","0","test_case","test_program_management","TestProgramManagement","","","删除一个节目",""
"broken","Mon May 06 09:39:30 CST 2024","Mon May 06 09:39:30 CST 2024","0","test_case","test_release_management","TestReleaseManagemen_2","","","取消选择所有的机构",""
"broken","Mon May 06 09:34:42 CST 2024","Mon May 06 09:34:42 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","进行节目单的编辑",""
"broken","Mon May 06 09:37:55 CST 2024","Mon May 06 09:37:55 CST 2024","0","test_case","test_play_bill","TestPlayBill","","","使用状态过滤，过滤审批不通过节目单",""
"broken","Mon May 06 09:29:56 CST 2024","Mon May 06 09:30:17 CST 2024","21326","test_case","test_testin_login","TestLogin","","","登录成功","测试登录模块"
"skipped","Mon May 06 09:42:44 CST 2024","Mon May 06 09:42:44 CST 2024","0","test_case","test_testin","TestTestIn","","","登录成功","测试登录模块"
"broken","Mon May 06 09:28:46 CST 2024","Mon May 06 09:28:48 CST 2024","2200","test_case","test_system_management","TestSystemManagement","","","点击系统管理",""
"broken","Mon May 06 09:33:22 CST 2024","Mon May 06 09:33:24 CST 2024","2674","test_case","test_system_management","TestSystemManagement","","","修改名称门店",""
